mode,question_hash,ts,question_text,computed_answer,chosen_option,correct
runtunan,c7775f57e8e6ea5825fbc8b7460a425ae0744a7800af2d681d6735507ea26506,2025-08-24T04:50:59.288376Z,"apel <- 7
jeruk <- 2
cetak (apel / jeruk)
jeruk <- jeruk + 5
cetak (jeruk)
Apa yang tampil di layar?",3.5 7,7 7,False
percabangan,d747b05252cf5b7f294d18eb46e9c7a338be2930a50fc2cfd3499d75bceef2d9,2025-08-24T04:50:59.946511Z,"m <- 6
n <- 3
IF m > n THEN
cetak (m / n)
Apa yang tampil di layar?",2, 2,True
runtunan,e2f0202393e352f9dfe8acd59ffbf955b4cca91ff3a80d07e7e6529dc4df6245,2025-08-24T04:51:00.495492Z,"x <- 4
y <- 3
cetak (x*y)
x <- x+y
cetak (x)
Apa yang tampil di layar?",12 7, 7 12,False
percabangan,0dfe79a74cece0be82ee90ad6c09bb555af7e55d73756ed85572797dc23e7ca3,2025-08-24T04:51:00.680924Z,"a <- 7
b <- 7
IF a >= b THEN {
cetak (a)
cetak (b)
}
Apa yang tampil di layar?",7 7, 7 7,True
runtunan,fe400283e81fff4b2c21bf483b56ed96f8c442172c16d210f82a6d93df2e50ef,2025-08-24T04:51:01.699485Z,"bola <- 5
kotak <- 8
cetak (bola + kotak)
bola <- bola * 2
cetak (bola)
Apa yang tampil di layar?",13 10, 13 10,True
percabangan,1ef4f45b4be3912888637207acbe910bb30b12d06be9f62e6bfd1f01b78aa698,2025-08-24T04:51:02.078084Z,"p <- 8
q <- 12
IF p > q THEN
cetak(p - q)
ELSE
cetak(q - p)
Apa yang tampil di layar?",4, 4,True
runtunan,e5cd1c56b38d3b1fd8588a78a26cdaa18139e9a4a22bb56786a9f4a28d4d8b0f,2025-08-24T04:51:02.426535Z,"lampu <- 9
meja <- 3
cetak (lampu / meja)
lampu <- lampu + meja
cetak (lampu)
Apa yang tampil di layar?",3 12, 12 3,False
percabangan,22313f2340488415a697472bb2be41884c19149df472eab3b12fcb334d9d53fb,2025-08-24T04:51:02.584468Z,"x <- 8
y <- 8
IF x = y THEN
cetak(x - y)
ELSE
cetak(x + y)
Apa yang tampil di layar?",,0,True
percabangan,3ff65127d2a13f852e112d711f09ebd9b3da0ac61613cf015b479c83bbd15e38,2025-08-24T04:51:03.895507Z,"p <- 12
q <- 7
IF p > q THEN {
cetak (p)
cetak (p - q)
}
Apa yang tampil di layar?",12 5, 12 5,True
runtunan,f86afbb1eca84a21aad6448a81e554651e508bbc0b9fec840e473e501bf496d7,2025-08-24T04:51:03.913324Z,"bola <- 6
meja <- 2
cetak (bola)
bola <- bola - meja
cetak (bola)
meja <- bola + meja
cetak (meja)
Apa yang tampil di layar?",6 4 6, 6 4 6,True
percabangan,0c77b566d87940181d7dce8ddde5fe9d3abe237a4eec1addde37a3e90096146a,2025-08-24T04:51:04.613367Z,"p <- 8
q <- 4
IF p > q THEN {
cetak (p)
cetak (q)
cetak (p * q)
}
Apa yang tampil di layar?",8 4 32, 8 4 32,True
runtunan,b37fff90395ec8512c35394ea869af9abea86976b8752c3aa279ed00f457aaa5,2025-08-24T04:51:04.620247Z,"x <- 8
y <- x / 2
cetak (y)
x <- y + 4
cetak (x)
Apa yang tampil di layar?",4 8, 8 4,False
runtunan,75c1ab7d6bc9eee6d9954a8158cb9bff0476cd40e0df670d17f4a7c608de175c,2025-08-24T04:51:06.196072Z,"p <- 3
q <- 8
cetak (q)
q <- q - p
cetak (q)
Apa yang tampil di layar?",8 5, 8 5,True
percabangan,85b14bf201b72ccb4080474f39f2a5a4d35744e1856f7eb91e92d6881b0f6c08,2025-08-24T04:51:06.305000Z,"x <- 8
y <- 3
cetak(x)
IF x > y THEN {
cetak(x - y)
}
Apa yang tampil di layar?",8 5, 8 5,True
percabangan,c01b95dfab765dec29d4aaa234de5ad06675260fe3e93d88e54c967f47e30f3c,2025-08-24T04:51:06.315669Z,"a <- 19
b <- 11
IF a > b THEN {
cetak (a)
cetak (a - b)
}
Apa yang tampil di layar?",19 8, 8 19,False
runtunan,9285c10d1038fbbf4489723170e9b85dc8d978a7625cffccfd7e4358e2f2c3cf,2025-08-24T04:51:07.524560Z,"piring <- 4
gelas <- 2
sendok <- piring * gelas
cetak (sendok)
cetak (piring)
Apa yang tampil di layar?",8 4, 4 8,False
runtunan,fe3c19051dc0627651be479bf33c6ec0ab6edfd5e9d07bde053a9032bd429f69,2025-08-24T04:51:07.979786Z,"mobil <- 6
sepeda <- 2
cetak (mobil / sepeda)
mobil <- mobil + sepeda
cetak (mobil)
Apa yang tampil di layar?",3 8, 3 8,True
percabangan,f472367b24541bf9fa0e976f8c3ab8dc75a6ba92e20736d088299532a5e7287a,2025-08-24T04:51:09.837041Z,"m <- 9
n <- 3
IF m - n > 5 THEN
cetak(m + n)
ELSE
cetak(m * n)
Apa yang tampil di layar?",,12,True
percabangan,45e1f7fff282b2fe2b92e0fef1783895f6ac502e1ac4b6d65214a1264630f978,2025-08-24T04:51:10.252444Z,"m <- 10
n <- 2
IF m / n > 1 THEN
cetak (m - n)
Apa yang tampil di layar?",8, 8,True
runtunan,0cfe7805aded03dc427ccf644cecf9e0f48f7e9181dcb4a4a4f0883f6e102812,2025-08-24T04:51:10.266942Z,"r <- 12
s <- 5
cetak (r - s)
r <- s + 1
cetak (r)
Apa yang tampil di layar?",7 6, 6 7,False
runtunan,d325fdbdb7c770f0008a6c1e70cbe27030bcb557a76452cc536989b4f1ef3f73,2025-08-24T04:51:10.875652Z,"kursi <- 4
meja <- 8
cetak (kursi + meja)
kursi <- kursi * 2
cetak (kursi)
Apa yang tampil di layar?",12 8, 12 8,True
percabangan,447780995ae564d381fb2f74e9ab07c495d015d1d819fb58408b28e7e46fdf81,2025-08-24T04:51:11.902381Z,"m <- 6
n <- 1
IF m * n = 6 THEN {
cetak(m - n)
}
cetak(m + n)
Apa yang tampil di layar?",5 7, 5 7,True
runtunan,4898cb3fb91be91b33464cccc0597ab75798de4aa2ef6437137d3cfc6d6c93fa,2025-08-24T04:51:11.905994Z,"r <- 6
s <- 2
t <- r * s
cetak (t)
r <- t / s
cetak (r)
Apa yang tampil di layar?",12 6, 6 12,False
percabangan,7ce506ed0fe8bb9581e34bcd0141fa3f9970e0075b5dcf144cac5accd995392d,2025-08-24T04:51:12.525296Z,"a <- 11
b <- 6
IF a > b THEN {
cetak (a)
cetak (b)
cetak (a - b)
}
Apa yang tampil di layar?",11 6 5, 11 6 5,True
runtunan,105d3e51f1abdebbf142de16c1ccc61379fb7b39c9950deea31a044e671f6c41,2025-08-24T04:51:13.089700Z,"p <- 9
q <- 2
cetak (p / q)
p <- p + q
cetak (p)
Apa yang tampil di layar?",4.5 11, 11 4,False
runtunan,485b6da45ed72a5805daa6b3eec3c1455c093443f8963187cd2df33943734c32,2025-08-24T04:51:13.576205Z,"mobil <- 6
sepeda <- 3
cetak (mobil * sepeda)
sepeda <- sepeda + 2
cetak (sepeda)
Apa yang tampil di layar?",18 5, 18 5,True
percabangan,0330a044d8f714f55eac8afb44674337b1feddd9ad758da547198cff360a8142,2025-08-24T04:51:13.586747Z,"x <- 9
y <- 3
IF x / y = 3 THEN
cetak(x * y)
ELSE
cetak(x + y)
Apa yang tampil di layar?",27, 27,True
percabangan,e5a0bca7feadc07f6fcc85e4192cc8245d718aa888c0a1556c2e887566fc7cd8,2025-08-24T04:51:15.753533Z,"p <- 27
q <- 9
IF p > q THEN
cetak (p / q)
Apa yang tampil di layar?",,3,True
runtunan,a636171d64cff10563142b25bfeb53183fb5d2758d917b9c2ab20b5a8fdc9c2d,2025-08-24T04:51:16.582280Z,"m <- 9
n <- 2
cetak (m + n)
n <- n * 3
cetak (n)
Apa yang tampil di layar?",11 6, 11 6,True
percabangan,eeb6481c568ce668f9d457a4cfe7cdcfb65e4ede2c19f64dcfd988a6a8676978,2025-08-24T04:51:16.612761Z,"x <- 10
y <- 5
IF x < y THEN
cetak (x * y)
Apa yang tampil di layar?",Tidak ada output, Tidak ada output,True
percabangan,e1425cc84d9323a731812a6137097873446a36468bfe06df6ba720c0a119080c,2025-08-24T04:51:19.252065Z,"a <- 4
b <- 9
IF a + b > 10 THEN
cetak(b - a)
ELSE
cetak(a + b)
Apa yang tampil di layar?",5, 5,True
runtunan,b23d1ffb5aa12d4856f9c0d4d58f7cc8a8e49ac961570bc0b9b74b16db1347f8,2025-08-24T04:51:19.257550Z,"t <- 4
u <- 9
cetak (t + u)
cetak (t)
Apa yang tampil di layar?",13 4, 4 13,False
runtunan,8a29557efc62bb237c3629c9cb46be4b3799bdeaef7848b5c51f67bcab5b2cb7,2025-08-24T04:51:19.265805Z,"x <- 3
y <- 2*x
cetak (y)
y <- y-x
cetak (y)
Apa yang tampil di layar?",6 3, 3 6,False
percabangan,b856b4f03f2c5b8608c91e3339a992e56093b2736c2293ee75273975a7fc243d,2025-08-24T04:51:19.987902Z,"x <- 16
y <- 8
IF x > y THEN
cetak (x / y)
Apa yang tampil di layar?",2, 2,True
percabangan,4452440dab2eb662cd02a328820182787195c05f20be54d9558a80aebea69869,2025-08-24T04:51:20.807503Z,"m <- 3
n <- 9
IF m < n THEN
cetak (n / m)
Apa yang tampil di layar?",3, 3.0,True
runtunan,c8dc0d096021b67825f0be6e3b6ed16af805b90e3d0b7344749aff04c138d536,2025-08-24T04:51:24.351035Z,"a <- 5
b <- 3
cetak (a)
cetak (b)
cetak (a + b)
Apa yang tampil di layar?",5 3 8, 5 3 8,True
percabangan,02791498221eddbbfd5251e247fc8ceebc68bafb8709ce75812ad2001f100d8c,2025-08-24T04:51:24.462028Z,"m <- 15
n <- 5
IF m / n = 3 THEN
cetak (m - n)
Apa yang tampil di layar?",10, 10,True
percabangan,4452440dab2eb662cd02a328820182787195c05f20be54d9558a80aebea69869,2025-08-24T04:51:24.919061Z,"m <- 3
n <- 9
IF m < n THEN
cetak (n / m)
Apa yang tampil di layar?",,3.0,True
runtunan,30d0e323de0d97c6c98eb4eb3776f30e3d53a43f4c0c4dd2f56b0e23f9c72375,2025-08-24T04:51:25.893317Z,"a <- 6
b <- 9
cetak (b - a)
a <- a + 3
cetak (a)
Apa yang tampil di layar?",3 9, 3 9,True
runtunan,5e9b7b94af9a11900c6926c1460ff58bafb030776b679391aa4666e21664612e,2025-08-24T04:51:26.159707Z,"m <- 10
n <- 3
cetak (m - n)
n <- n * 2
cetak (n)
Apa yang tampil di layar?",7 6, 7 6,True
percabangan,7239739a2cd2b36f8754992926e087eb3cae31870bf2e54b7d9323064da19b5c,2025-08-24T04:51:26.386232Z,"a <- 7
b <- 4
IF a < b THEN
cetak (a)
ELSE
cetak (b)
Apa yang tampil di layar?",4, 4,True
runtunan,d325fdbdb7c770f0008a6c1e70cbe27030bcb557a76452cc536989b4f1ef3f73,2025-08-24T04:51:27.958348Z,"kursi <- 4
meja <- 8
cetak (kursi + meja)
kursi <- kursi * 2
cetak (kursi)
Apa yang tampil di layar?",,12 8,True
percabangan,97e8efe0ac6b14f3e185a1e5740c221a59fd8199916f83d055d7d631a0b99131,2025-08-24T04:51:28.902863Z,"m <- 7
n <- 7
IF m = n THEN
cetak (m * n)
Apa yang tampil di layar?",49, 49,True
percabangan,e8abb88ed75bd8dac4787c43b5caf02ce4aa709fd021202e09b418ff91a3250e,2025-08-24T04:51:28.918636Z,"x <- 8
y <- 3
IF x < y THEN
cetak (y)
ELSE {
cetak (x)
cetak (x - y)
}
Apa yang tampil di layar?",8 5, 8 5,True
runtunan,c3cf11afe36c63b9f5135b089400d5a31463474f9265f8911d0aedd0108fce5d,2025-08-24T04:51:28.928172Z,"x <- 3
y <- 12
cetak (y / x)
y <- y - x
cetak (y)
Apa yang tampil di layar?",4 9, 9 4,False
runtunan,90e42fbfdede1bc802f87f5b556e43953fe0750c7638ca658f336060ac262fe9,2025-08-24T04:51:29.996630Z,"bola <- 8
kotak <- 4
cetak (bola / kotak)
bola <- bola + kotak
cetak (bola)
Apa yang tampil di layar?",2 12, 12 2,False
runtunan,15f08163d5be2db743348f54a494f36750bbd178a47e5ddddd97bc908fa4f399,2025-08-24T04:51:31.567033Z,"piring <- 8
gelas <- 2
cetak (piring)
gelas <- gelas * 3
cetak (gelas)
Apa yang tampil di layar?",8 6, 6 8,False
percabangan,bc3e5d648b5e302196fab8979776b10c409fde888e862960be5e8ae3ed5aecd9,2025-08-24T04:51:31.584798Z,"a <- 9
b <- 3
IF a / b = 3 THEN
cetak (a - b)
Apa yang tampil di layar?",6, 6,True
runtunan,a6c4df55bd7797c08f96c518c564d6da69b95274fb423838eff6ca719f038e69,2025-08-24T04:51:33.025507Z,"a <- 3
b <- 7
c <- a + b
cetak (c)
b <- c - a
cetak (b)
Apa yang tampil di layar?",10 7, 10 7,True
percabangan,20919be84b03f6e9aa2c31a21c8cb98a5ef320f16fe522908e50a2924a453739,2025-08-24T04:51:34.006709Z,"x <- 5
y <- 8
IF x < y THEN
cetak (y - x)
Apa yang tampil di layar?",3, 3,True
runtunan,5daa8a37b995ff5b7b7fdf771674e54a514551260e9ff3a23d399be4be3bf243,2025-08-24T04:51:35.070753Z,"buku <- 7
pena <- 3
cetak (buku)
pena <- buku - pena
cetak (pena)
Apa yang tampil di layar?",7 4, 7 4,True
runtunan,8ad03b4aa2860faab6e31afa2686178cd3e4fb5acc12f4f300c008d240f5ff22,2025-08-24T04:51:35.483389Z,"x <- 7
y <- 3
cetak (x - y)
y <- y * 2
cetak (y)
Apa yang tampil di layar?",4 6, 4 6,True
percabangan,902a22a1099540ec8ae2444405c5c11d7b6a71b56b94d26b9d082681fee3a5a7,2025-08-24T04:51:35.895371Z,"a <- 6
b <- 9
IF a < b THEN
cetak(b - a)
ELSE
cetak(a - b)
Apa yang tampil di layar?",3, 3,True
percabangan,5b7f77f39c54d01dab9e7ad1a87499824e25d3b89f963d6fd2e7707d8232ee59,2025-08-24T04:51:36.106896Z,"x <- 11
y <- 5
IF x - y > 5 THEN
cetak (x * y)
Apa yang tampil di layar?",55, 55,True
runtunan,1841952b802d794e5d091f7c3e6c0e1878c51cdf59d1042d3cafdd7c850c62e0,2025-08-24T04:51:37.413401Z,"rumah <- 10
pohon <- 2
cetak (rumah / pohon)
pohon <- pohon * 5
cetak (pohon)
Apa yang tampil di layar?",5 10, 10 5,False
percabangan,5f1bf49ca01139091345add927702e699c2c28415f61df237e50a9cee5096442,2025-08-24T04:51:38.663456Z,"p <- 7
q <- 5
IF p + q > 10 THEN
cetak (p * q)
Apa yang tampil di layar?",35, 35,True
percabangan,0b63b2397d65c4c7610aa257a841c68fc3f6f773511451c718bdae982110d07b,2025-08-24T04:51:38.669527Z,"m <- 9
n <- 9
IF m = n THEN
cetak (m + n)
ELSE
cetak (m - n)
Apa yang tampil di layar?",18, 18,True
runtunan,9b46fae280abc63caf516e9ba9766ada7ae6463d5bdb9a7fcf2fc13a40fa4e5a,2025-08-24T04:51:39.181224Z,"buku <- 3
pena <- 6
cetak (buku + pena)
pena <- pena - buku
cetak (pena)
Apa yang tampil di layar?",9 3, 9 3,True
runtunan,c8bf689aba244e38f7bff0f09d4b4dcfe476f559750848150bd937cddd4ecf20,2025-08-24T04:51:39.767797Z,"m <- 5
n <- 3
cetak (m+n)
m <- m * n
cetak (m)
Apa yang tampil di layar?",8 15, 15 8,False
runtunan,dc488256bcf25a57e86d32949d9bf9a23ad2a5bc59fe0440ac6939bbce4d5e77,2025-08-24T04:51:40.808749Z,"x <- 4
y <- 6
z <- x * y
cetak (z)
y <- z - x
cetak (y)
Apa yang tampil di layar?",24 20, 24 20,True
percabangan,c29a6ccd6d0adf34cb9c3d736e409be1226115cfbd9d3c963fbba8dab061ef70,2025-08-24T04:51:42.252775Z,"m <- 2
n <- 8
IF m < n THEN
cetak (n - m)
Apa yang tampil di layar?",6, 6,True
runtunan,8e57b233d4246856039605e89973af7984fe5aa58cc6393329e37c742af41d5a,2025-08-24T04:51:42.644894Z,"k <- 20
l <- 4
cetak (k / l)
k <- k - 10
cetak (k)
Apa yang tampil di layar?",5 10, 10 5,False
percabangan,b2adf1f8f7ba522b5471ec25992c0a2299f121caec38a31c6f7c2d154e2ecfb2,2025-08-24T04:51:45.145191Z,"m <- 4
n <- 9
IF m = n THEN
cetak (m + n)
Apa yang tampil di layar?",,Tidak ada output,True
runtunan,55d079e5a74044f4aa3ce292b73bd421436cd74c41491eefd5226680c02ae6ac,2025-08-24T04:51:45.526886Z,"s <- 9
t <- 5
cetak (s)
s <- s / t
cetak (s)
Apa yang tampil di layar?",9 1.8,5 9,False
percabangan,eeb6481c568ce668f9d457a4cfe7cdcfb65e4ede2c19f64dcfd988a6a8676978,2025-08-24T04:51:46.129575Z,"x <- 10
y <- 5
IF x < y THEN
cetak (x * y)
Apa yang tampil di layar?",,Tidak ada output,True
runtunan,be9a23fbc9aa61976a3356b59844282223c3c48aa8c863f363b7b493319289fa,2025-08-24T04:51:46.543870Z,"komputer <- 9
mouse <- 3
cetak (komputer / mouse)
mouse <- mouse + komputer
cetak (mouse)
Apa yang tampil di layar?",,3 12,True
percabangan,0f70969d3b72aa8eef3bef7d9e1385a7307f5b4f56717b3a710a5439112989e4,2025-08-24T04:51:47.065275Z,"m <- 6
n <- 6
IF m = n THEN
cetak(m + n)
ELSE
cetak(m - n)
Apa yang tampil di layar?",12, 12,True
runtunan,3d7f6be96ec61ae32ba0c9d42ffaf428ef789aa1618aa035cf41b44669d0e725,2025-08-24T04:51:47.365179Z,"t <- 6
u <- 3
cetak (t + u)
t <- t * 2
cetak (t)
Apa yang tampil di layar?",9 12, 9 12,True
percabangan,016ba9dd5b1b1005b5f50c4e48a56409e7f04bfc761d826d1c9ce789a650a959,2025-08-24T04:51:47.730635Z,"a <- 6
b <- 6
IF a > b THEN {
cetak(a + b)
} ELSE {
cetak(a * b)
}
Apa yang tampil di layar?",Tidak ada output,6,True
percabangan,efe7dd13855bfdebdbdf35748a9b85f3e0d0e54aedd9be0a112cd60acad88854,2025-08-24T04:51:48.952098Z,"m <- 9
n <- 3
IF m - n < 5 THEN {
cetak(m / n)
} ELSE {
cetak(m + n)
}
Apa yang tampil di layar?",Tidak ada output,3,False
percabangan,016ba9dd5b1b1005b5f50c4e48a56409e7f04bfc761d826d1c9ce789a650a959,2025-08-24T04:51:49.164907Z,"a <- 6
b <- 6
IF a > b THEN {
cetak(a + b)
} ELSE {
cetak(a * b)
}
Apa yang tampil di layar?",,6,True
runtunan,5fff405a326795da0f6820b8725572fa1c2214a264886e5952335035d7eb3adf,2025-08-24T04:51:49.504616Z,"a <- 2
b <- 3
c <- a*b
cetak (c)
a <- c-a
cetak (a)
Apa yang tampil di layar?",,6 4,True
percabangan,016ba9dd5b1b1005b5f50c4e48a56409e7f04bfc761d826d1c9ce789a650a959,2025-08-24T04:51:50.597882Z,"a <- 6
b <- 6
IF a > b THEN {
cetak(a + b)
} ELSE {
cetak(a * b)
}
Apa yang tampil di layar?",,6,True
runtunan,af3230ad3e920889eaeeb89b869f0bf6a36a5322afdbf2579c09b94928b1252c,2025-08-24T04:51:50.604098Z,"kucing <- 5
anjing <- 3
cetak (kucing + anjing)
kucing <- kucing * 2
cetak (kucing - anjing)
anjing <- anjing + kucing
cetak (anjing)
Apa yang tampil di layar?",8 7 13,8 10 13,False
percabangan,b72065dc16ade15c6df455ab94b45753b9c959e6806654b6266c2bd305257706,2025-08-24T04:51:51.966771Z,"m <- 9
n <- 3
IF m / n > 2 THEN {
cetak (m)
cetak (n)
cetak (m - n)
}
Apa yang tampil di layar?",9 3 6, 9 3 6,True
percabangan,016ba9dd5b1b1005b5f50c4e48a56409e7f04bfc761d826d1c9ce789a650a959,2025-08-24T04:51:52.039636Z,"a <- 6
b <- 6
IF a > b THEN {
cetak(a + b)
} ELSE {
cetak(a * b)
}
Apa yang tampil di layar?",,6,True
runtunan,488f1cf09c8bae5ce42c95ea57d4d4655620da208fcd71e508ab189eed12c985,2025-08-24T04:51:52.322048Z,"m <- 5
n <- m + 4
cetak (n)
m <- n - m
cetak (m)
Apa yang tampil di layar?",9 4, 9 4,True
runtunan,7cbd1aded237b6cdc89e42871798060b4203c7e89fe48da20d3f8b5be2106446,2025-08-24T04:51:53.296539Z,"a <- 15
b <- 5
cetak (a/b)
a <- a-b
cetak (a)
Apa yang tampil di layar?",3 10, 3 10,True
percabangan,016ba9dd5b1b1005b5f50c4e48a56409e7f04bfc761d826d1c9ce789a650a959,2025-08-24T04:51:53.400969Z,"a <- 6
b <- 6
IF a > b THEN {
cetak(a + b)
} ELSE {
cetak(a * b)
}
Apa yang tampil di layar?",,6,True
percabangan,cda25adf18a4f7c7e04211400c26f3ed31e9e6adf128bd3f445cb7991469f37a,2025-08-24T04:51:53.651551Z,"m <- 6
n <- 6
IF m = n THEN {
cetak (m)
cetak (n)
}
Apa yang tampil di layar?",6 6, 6 6,True
runtunan,9cf2d6b24118f925810225f608af464d64218589bf2aa49c03cb815a50b041c5,2025-08-24T04:51:54.073522Z,"t <- 9
u <- 3
cetak (t / u)
u <- u * 4
cetak (u)
Apa yang tampil di layar?",3 12, 3 12,True
percabangan,016ba9dd5b1b1005b5f50c4e48a56409e7f04bfc761d826d1c9ce789a650a959,2025-08-24T04:51:54.837831Z,"a <- 6
b <- 6
IF a > b THEN {
cetak(a + b)
} ELSE {
cetak(a * b)
}
Apa yang tampil di layar?",,6,True
runtunan,fda6d151ec715e60269f178085df2a67f017fd67a021f195434a437bfe48f0b6,2025-08-24T04:51:55.777145Z,"x <- 15
y <- 6
cetak (x - y)
x <- x / y
cetak (x)
Apa yang tampil di layar?",9 2.5, 9 2,True
runtunan,59962420b50d37f0b6aa977851ed3f0e4e11c3ed83f2b67488bff81e3699831d,2025-08-24T04:51:55.977773Z,"kursi <- 6
lampu <- 4
cetak (kursi - lampu)
lampu <- lampu + kursi
cetak (lampu)
Apa yang tampil di layar?",2 10, 2 10,True
percabangan,6feee16e7722735e390a85bf733c36304bee2e45ed254cb8bc87500f0808180e,2025-08-24T04:51:56.234506Z,"x <- 14
y <- 9
IF x < y THEN
cetak (y)
ELSE
cetak (x)
Apa yang tampil di layar?",14, 14,True
percabangan,016ba9dd5b1b1005b5f50c4e48a56409e7f04bfc761d826d1c9ce789a650a959,2025-08-24T04:51:56.276830Z,"a <- 6
b <- 6
IF a > b THEN {
cetak(a + b)
} ELSE {
cetak(a * b)
}
Apa yang tampil di layar?",,6,True
percabangan,016ba9dd5b1b1005b5f50c4e48a56409e7f04bfc761d826d1c9ce789a650a959,2025-08-24T04:51:57.691714Z,"a <- 6
b <- 6
IF a > b THEN {
cetak(a + b)
} ELSE {
cetak(a * b)
}
Apa yang tampil di layar?",,6,True
runtunan,bbe3d27f4a7c70660f9dfbcc093f9e7051705b8642131d83103920830c5109b3,2025-08-24T04:51:58.011507Z,"m <- 5
n <- 2
cetak (m * n)
cetak (n)
Apa yang tampil di layar?",10 2, 10 2,True
percabangan,d007a389894b20a576dc4dde43c8488d2a64b6fc3f85badd7e841641616a5be7,2025-08-24T04:51:58.037457Z,"m <- 8
n <- 2
IF m * n = 16 THEN
cetak(m / n)
ELSE
cetak(m + n)
Apa yang tampil di layar?",4, 4,True
percabangan,016ba9dd5b1b1005b5f50c4e48a56409e7f04bfc761d826d1c9ce789a650a959,2025-08-24T04:51:59.110818Z,"a <- 6
b <- 6
IF a > b THEN {
cetak(a + b)
} ELSE {
cetak(a * b)
}
Apa yang tampil di layar?",,6,True
runtunan,1e16d54f5a7720ca8589e15f0f7f8da0c6f54b0b78d4f780fe965265f601514c,2025-08-24T04:51:59.624584Z,"r <- 5
s <- 2
cetak (r * s)
s <- r + s
cetak (s)
Apa yang tampil di layar?",10 7, 10 7,True
runtunan,8695476db694ae97c16d6153f1e330203c98869dd46f1816aafd341addbc4a81,2025-08-24T04:51:59.680143Z,"k <- 9
l <- 4
cetak (k - l)
l <- l + k
cetak (l)
Apa yang tampil di layar?",5 13, 13 5,False
percabangan,ae471af444ec9a8d476705c594cedd0f34133caa86f696de97b08783ff5cdd32,2025-08-24T04:51:59.722593Z,"m <- 10
n <- 4
IF m / n > 2 THEN {
cetak(m + n)
} ELSE {
cetak(m - n)
}
Apa yang tampil di layar?",14 6,14,True
percabangan,016ba9dd5b1b1005b5f50c4e48a56409e7f04bfc761d826d1c9ce789a650a959,2025-08-24T04:52:00.471211Z,"a <- 6
b <- 6
IF a > b THEN {
cetak(a + b)
} ELSE {
cetak(a * b)
}
Apa yang tampil di layar?",,6,True
runtunan,eb5da658bf279feb020cb86ffca977df1df92b60995debec02ad9d30770ff11e,2025-08-24T04:52:01.280283Z,"t <- 6
u <- 2
cetak (t)
cetak (u)
cetak (t / u)
Apa yang tampil di layar?",6 2 3, 6 2 3,True
percabangan,b1e7c5001244cc9a1334875f663999b6363eef3a04768de8a15d16f0fe586e72,2025-08-24T04:52:01.399789Z,"a <- 5
b <- 7
IF a > b THEN {
cetak(a * 2)
} ELSE {
cetak(b - a)
}
Apa yang tampil di layar?",Tidak ada output, Tidak ada output,False
runtunan,f36a46c810080299755aff8a231cbda4cd66705f043bcb8eabdd3c36fe5a7f9e,2025-08-24T04:52:02.253070Z,"buku <- 4
pena <- 9
cetak (buku)
cetak (pena)
cetak (pena - buku)
Apa yang tampil di layar?",4 9 5, 4 9 5,True
runtunan,cc66e10f21e8eb21737548203b49a2b8382007569b0c00fa35cc0f4bc975fe7e,2025-08-24T04:52:02.799184Z,"v <- 7
w <- v - 2
cetak (w)
v <- v + w
cetak (v)
Apa yang tampil di layar?",5 12, 12 5,False
percabangan,cf09690fd62c505d131546e9acaa245eef77522fc007795e18efad733e1e8f07,2025-08-24T04:52:02.922324Z,"m <- 4
n <- 10
IF m < n THEN
cetak (n / m)
Apa yang tampil di layar?",,2.5,True
percabangan,9d8d2672a717a96b5f4e68a969c0430953c43fde9e8c32848a8b03ada0207a85,2025-08-24T04:52:04.715652Z,"a <- 3
b <- 5
IF a + b < 10 THEN
cetak (b - a)
Apa yang tampil di layar?",,2,True
runtunan,37b05b9b5a260a5b0522ca111747d85a9ef124b8d83db720d634499554c06325,2025-08-24T04:52:04.724307Z,"x <- 10
y <- 4
cetak (x / y)
y <- y + 1
cetak (y)
Apa yang tampil di layar?",2.5 5, 2.5 5,True
percabangan,d747b05252cf5b7f294d18eb46e9c7a338be2930a50fc2cfd3499d75bceef2d9,2025-08-24T04:52:04.728835Z,"m <- 6
n <- 3
IF m > n THEN
cetak (m / n)
Apa yang tampil di layar?",,2,True
runtunan,08a258ff8230adf76129f6ac1e7604a31fa6cfdbca114b6a0f82dffc8b61bedb,2025-08-24T04:52:05.333900Z,"rumah <- 6
pohon <- 3
cetak (rumah - pohon)
rumah <- rumah + pohon
cetak (rumah)
Apa yang tampil di layar?",3 9, 3 9,True
runtunan,6ffb6765c4f97c798a6b6eb2aeb64731d2bf8cc414c4068bfea60882c5c31b7e,2025-08-24T04:52:06.617347Z,"p <- 2
q <- 5
cetak (p+q)
q <- q-2
cetak (q)
Apa yang tampil di layar?",7 3, 7 3,True
percabangan,8a03e61c7aeb01968174f9788838853979424df48b237ef11a43c0f0f4a4dd52,2025-08-24T04:52:07.197271Z,"x <- 7
y <- 7
IF x = y THEN
cetak (x + y)
Apa yang tampil di layar?",14, 14,True
percabangan,7bf42910c26a313da784ae5c46dad5ed2a18a75e54e4622579cc271272bb42aa,2025-08-24T04:52:07.214502Z,"x <- 10
y <- 5
IF x > y THEN
cetak(x)
ELSE
cetak(y)
Apa yang tampil di layar?",10, 10,True
runtunan,ee4a081a0e19a1bcdb33431808fd6d3b6c4a6114708571840f29bbb0500ae662,2025-08-24T04:52:07.518230Z,"piring <- 4
gelas <- 9
cetak (piring)
cetak (gelas)
cetak (piring + gelas)
Apa yang tampil di layar?",,4 9 13,True
